"deduptitle"
"|aHamilton County (Ohio) Coroner, Morgue records,|f1887-1930 |aHamilton County (Ohio).|bCoroner"
"|aW.D. Aeschbacher papers,|f1972-1980 |aAeschbacher, W. D.|q(William Driver),|d1919-1998"
"|aCincinnati (Ohio) City Engineer-Rapid Transit Records,|f1851-1957 |aCincinnati (Ohio).|bCity Engineer"
"|aRobert Cook Notebook,|f1933 |aCook, Robert N.|q(Robert Nevin),|d1912-1992"
"|aCollege of Nursing and Health News Sheet,|f1967-1973 |aUniversity of Cincinnati.|bCollege of Nursing and Health"
"|aLetters of Ambrose Bierce to Myles Walsh,|f1895-1911 |aBierce, Ambrose,|d1842-1914?"
"|aUniversity of Cincinnati, University Honors Program Records,|f1978-2009 |aUniversity of Cincinnati|bUniversity Honors Program"
"|aThe social areas of Cincinnati :|ban analysis of social needs : patterns for five census decades /|cMichael Maloney, Christopher Auffrey |aMaloney, Michael E |a5th ed"
"|aMichael Kivko notebook,|f1926 |aKivko, Michael"
"|aThe Ingoldsby legends, or, Mirth and marvels /|cby Thomas Ingoldsby ; with illustrations by George Cruikshank, John Leech and John Tenniel |aIngoldsby, Thomas,|d1788-1845"
"|aClyde W. Park papers,|f1907-1964 |aPark, Clyde W.|q(Clyde William),|d1880-1974"
"|aUniversity of Cincinnati, Department of Anthropology records,|f1972-1990 |aUniversity of Cincinnati.|bDepartment of Anthropology"
"|aCincinnati Park Board records,|f1969-1993 |aCincinnati Park Board"
"|aNew School Records,|f1970-1990 |aNew School (Cincinnati, Ohio)"
