|aMitteilungen des Deutschen Archäologischen Instituts
|aAEI defense review |aAmerican Enterprise Institute for Public Policy Research
|aModern plastics encyclopedia
|aMedical education in the United States and Canada
|aMemoirs |aKyoto Daigaku.|bCollege of Science and Engineering
|a...Bulletin |aOhio College Association
|aCurrent issues in higher education
|aBulletin de la Société industrielle de Mulhouse |aSociété industrielle de Mulhouse (France)
|aConsumer reports.|pBuying guide issue
|aRetailing international
|aProceedings and addresses of the ... annual session /|cAmerican Association for the Study of the Feeble-Minded |aAmerican Association for the Study of the Feeble-Minded
"|aOld England, or, The national gazette|h[microform]"
|aHazardous and industrial waste :|bproceedings of the ... Mid-Atlantic Industrial Waste Conference |aMid-Atlantic Industrial Waste Conference
|aDesign- Auswahl =|bDesign selection /|cDesign Center Stuttgart
|aEssays in contemporary economic problems
|aThe History of learning|bGiving a succinct account & narrative of the  choicest new books: with a translation of what is most courious and remarkable in the foreign journals...|h[microform]
|aAdvances in biology of skin;|bproceedings |aSymposium on the Biology of Skin
|aHomonoia :|byearbook of the Chair of Greek Philology of the University L. Eötvös
|aBulletin of the Detroit Institute of Arts |aDetroit Institute of Arts
|aDirectory of financial aids for women
|aComputer applications
"|aExtension series /|cBureau of Extension, University of North Carolina |aUniversity of North Carolina (1793-1962).|bBureau of Extension"
|aBase line :|ba newsletter of the Map & Geography Roundtable
|aThe annual report of the chairman of the Board of Directors to the shareholders /|cChase National Bank of the City of New York |aChase National Bank of the City of New York
|aNew Testament literature:|ban annotated bibliography
|aThe University of Iowa studies in psychology |aUniversity of Iowa
"|aMededeelingen.|nSeries C, 4, pt.3:|p[Palaeontologie: Macrofauna, Carboon] |aGeologische Stichting (Netherlands)"
|aGovernment publications |aGreat Britain.|bHer Majesty's Stationery Office |aGovernment publications (1952 : Annual)
|aReport on the fund's activities |aWenner-Gren Foundation for Anthropological Research
"|aGeographical abstracts.|nB,|pClimatology and hydrology"
|aCalifornia subsequent history table
|aJazz
|aSIAM journal on scientific and statistical computing |aSociety for Industrial and Applied Mathematics
"|aAbstracts of masters' theses submitted to the Graduate college of Ohio university in partial fulfillment of the requirements for the master's degree.|bOhio university, Athens, Ohio |aOhio University.|bGraduate College"
|aThe Modern quarterly |aModern quarterly (1923)
|aCommunications from the University of London Observatory |aUniversity of London.|bObservatory
|aBibliografia geologic? a Republicii Socialiste România.|pSupliment
|aThe North Carolina historical review
|aPlastics design forum
|aEmployment of older workers |aOrganisation for Economic Co-operation and Development.|bSocial Affairs Division
|aReport |aFlorida Railroad and Public Utilities Commission
|aReport of Grain Futures Administration |aUnited States.|bGrain Futures Administration
|aYear book |aSociety of the Chagres
|aFamily planning in five continents
|aOregon State monographs.|pEconomic studies
|aDecisiones de Puerto Rico :|bcasos resueltos por el Tribunal Supremo de Puerto Rico |aPuerto Rico.|bSupreme Court
|aReport of the administrator |aUnited States.|bFarmers Home Administration
|aFederal bar news & journal /|cFederal Bar Association
|aManpower information service
|aMemórias da Sociedade Broteriana |aSociedade Broteriana
|aContributions |aUniversité de Montréal.|bInstitut botanique
|aLes cahiers balzaciens;|cpubliés par Marcel Bouteron
|aThe Kindergarten-primary magazine
