"deduptitle"
"|aHet groote geschenk :|bhet leven van Justus von Liebig /|cPaul Schaaf |aSchaaf, Paul"
"|aPremiers éléments de chimie à l'usage des facultés, des établissements d'enseignement secondaire, des écoles normales et des écoles industrielles /|cpar V. Regnault |aRegnault, V.|q(Victor),|d1810-1878"
"|aExperiments in general chemistry :|ba laboratory program to accompany Petrucci's General Chemistry, third edition /|cGerald S. Weiss, Robert K. Wismer, Thomas G. Greco |aWeiss, Gerald S"
"|aPrinting inks,|btheir chemistry and technology,|cby Carleton Ellis . |aEllis, Carleton,|d1876-1941"
"|aChimica e filosofia :|bscienza, epistemologia, storia e religione nell'opera di Pierre Duhem /|cRoberto Maiocchi |aMaiocchi, Roberto,|d1947- |a1a ed"
"|aChemistry /|cRaymond Chang |aChang, Raymond |a7th ed"
"|aCours de chymie  /|cde P. Thibaut dit Le Lorrain |aThibaut, P.|q(Pierre)"
"|aTechnical methods of chemical analysis,|ced. by George Lunge ... in collaboration with E. Adam, F. Barnstein ... [et al.] ... English translation from the latest German ed., adapted to English conditions of manufacture, ed. by Charles Alexander Keane ... in collaboration with T.L. Bailey, C.O. Bannister [et al.] |aLunge, Georg,|d1839-1923"
"|aA text-book of chemical physiology and pathology,|cby W. D. Halliburton . |aHalliburton, W. D.|q(William Dobinson),|d1860-1931"
"|aUeber das Studium der Naturwissenschaften und über den Zustand der Chemie in Preussen /|cvon Justus Liebig |aLiebig, Justus,|cFreiherr von,|d1803-1873"
"|aLavoisier in the year one :|bthe birth of a new science in an age of revolution /|cMadison Smartt Bell |aBell, Madison Smartt |a1st ed"
"|aThe rise and decline of colloid science in North America, 1900-1935 :|bthe neglected dimension /|cAndrew Ede |aEde, Andrew"
"|aPierre et Marie Curie. :|bParis, 1967. [Octobre-décembre /|cCatalogue par Marie-Louise Concasty. Préface par Étienne Dennery.] |aConcasty, Marie-Louise"
"|aThe circle of the sciences;|ba cyclopaedia of experimental, chemical, mathematical, & mechanical philosophy, and natural history.|cWith an introductory discourse of the objects, pleasures, and advantages of science, by the late Lord Brougham.  Edited by James Wylde |aWylde, James"
"|aAuf der Suche nach dem Stein der Weisen :|bdie Geschichte der Alchemie /|cHans-Werner Schütt |aSchütt, Hans-Werner"
"|aIntermediate chemical calculations,|cby J.R. Partington and Kathleen Stratton |aPartington, J. R.|q(James Riddick),|d1886-1965"
"|aBeschreibung eines neuen chemischen Ofens /|cDr. August Christian Reuss |aReuss, August Christian"
"|aHenri Moissan :|bpharmacien, premier français prix Nobel de chimie, 1852-1907 /|cClaude Viel ; préface de Jean Flahaut |aViel, Claude"
"|aLettere a Stanislao Cannizzaro 1863-1868 /|ca cura di Leonello Paoloni |aCannizzaro, Stanislao,|d1826-1910"
"|aTechnical chemist's handbook. :|bTables and methods of analysis for manufacturers of inorganic chemical products /|cBy George Lunge |aLunge, Georg,|d1839-1923 |a2d ed., rev"
"|aChimie métallurgique :|bdans laquelle on trouvera la théorie & la pratique de cet art : avec des expériences sur la densité des alliages des métaux, & des demi-métaux, & un abrège de docimastique ... /|cpar C.E. Gellert . |aGellert, Christlieb Ehregott,|d1713-1795"
"|aWilliam Crookes (1832-1919) and the commercialization of science /|cWilliam H. Brock |aBrock, W. H.|q(William Hodson)"
"|aAchievements of modern science /|cby A.D. Merriman ; with a foreword by Henry L. Guy |aMerriman, A. D.|q(Arthur Douglas)"
"|aDiccionario técnico en español, francés, inglés y alemán :|bcontiene términos y giros técnicos empleados en las artes, ciencias e industria en general, términos militares y navales |aHuelin y Arssu, Carlos,|d1861-"
"|aTraité élémentaire des réactifs :|bleurs préparations, leurs emplois spéciaux et leur application à l'analyse |aPayen,|cM.|q(Anselme),|d1795-1871 |a2 ed"
"|aLaboratory manual for introductory chemistry|c[by] Otto W. Nitz, Martin G. Ondrus [and] Tammy Melton |aNitz, Otto William,|d1905- |a5th. ed"
"|aAnalyse des Wassers. :|bNach eigenen erfahrungen bearbeitet |aZiegeler, G. A.,|cDr"
"|aTheoretical organic chemistry /|cBy Julius B. Cohen |aCohen, Julius B.|q(Julius Berend),|d1859-1935 |a[2d edition]"
"|aScience, technology and society in seventeenth century England /|cRobert K. Merton |aMerton, Robert King,|d1910-"
"|aBerzelius' Werden und Wachsen, 1779-1821.|cVon H.G. Söderbaum. Mit einem Titelbild |aSöderbaum, Henrik Gustaf,|d1862-1933"
"|aNouvelle assemblée des philosophes chymiques aperçus sur le grand-oeuvre d'après les meilleurs auteurs /|cClaude d'Ygé ; préface de Eugène Canseliet ; textes alchimiques, suivis de: L'explication très curieuse des énigmes et figures hiérogliphiques qui sont au grand portail de Notre-Dame de Paris, par le sieur Esprit Gobineau de Montluisant, et de La parole délaissée du comte Bernard de La Marche Trévisane |aYgé, Claude d'"
"|aPierre Gassendi (1592-1655) :|bintroduction à la vie savante /|cSylvie Taussig |aTaussig, Sylvie"
"|aLuigi Galvani International Workshop proceedings :|bBologna, 9 October 1998 /|cedited by Marco Bresadola and Giuliano Pancaldi |aLuigi Galvani International Workshop|d(1998 :|cBologna)"
"|aMedicine, science, and Merck/|cP. Roy Vagelos, Louis Galambos |aVagelos, P. Roy"
"|aThe art of glass-blowing, or, Plain instructions for making the chemical and philosophical instruments which are formed of glass :|bsuch as barometers, thermometers, hydrometers, hour-glasses, funnels, syphons, tube vessels for chemical experiments, toys for recreative philosophy, &c. /|cby a French artist ; illustrated by engravings |aDanger, T.-P |aArt du souffleur à la lampe.|lEnglish"
"|aPlatine et métaux qui l'accompagnenet.|n1er fascicule,|pOsmium et ruthénium /|cpar A. Joly, M. Vèzes |aJoly, A.|q(Alexandre),|db.1845"
"|aModern descriptive chemistry /|cEugene G. Rochow |aRochow, Eugene George,|d1909-"
"|aL'atomo fantasma :|bgenesi storica dell'ipotesi di Avogadro /|cMarco Ciardi |aCiardi, Marco"
"|aIllustrated catalogue of chemical apparatus, assay goods and laboratory supplies :|bimported and manufactured by Eimer & Amend |aEimer & Amend"
"|aSelect works |aTyndall, John,|d1820-1893"
"|aManual of qualitative chemical analysis,|cby C. Remigius Fresenius. Translated into the ""new system,"" and newly edited by Samuel W. Johnson |aFresenius, C. Remigius,|d1818-1897 |a1st ed"
"|aChemischer Arbeitsbedarf für Unterricht, Übungen, Laboratorien |aPhywe (Firm)"
"|aJacques Peschier (1769-1832) :|bein Genfer Apotheker und Chemiker : sein Lebensweg und seine Leistung unter besonderer Berücksichtigung bisher unveröffentlichter Dokumente /|cvon Karl-Rudolf Reichenbach ; mit einem Geleitwort von Christoph Friedrich |aReichenbach, Karl-Rudolf"
"|aAugust Wilhelm von Hofmann :|bFallstudie zur marxistischen Dialektik zwischen Philosophie und Naturwissenschaften /|cReiner Oelsner |aOelsner, Reiner"
"|aThe book of nature:|ban elementary introduction to the sciences of physics, astronomy, chemistry, mineralogy, geology, botany, zoology, and physiology.|cBy Friedrich Schoedler . |aSchoedler, Friedrich,|d1813-1884 |a1st American ed.,|bwith a glossary, and other additions and improvements, from the 2d English ed., tr. from the 6th German ed. by Henry Medlock ."
"|aSemimicro qualitative organic analysis,|c[by] Nicholas D. Cheronis and John B. Entrikin |aCheronis, Nicholas Dimitrius,|d1896-1962"
"|aLaboratory design;|bNational Research Council report on design, construction and equipment of laboratories.|cEdited by H.S. Coleman, with an introd. by Roland Wank |aNational Research Council (U.S.).|bCommittee on Design, Construction and Equipment of Laboratories"
"|aPhysikalische Chemie /|cvon Werner Kuhn |aKuhn, Werner,|d1899- |a2., verb. Aufl"
"|aAlla ricerca della pietra filosofale :|bstoria e segreti dell'alchimia /|cPaolo Cortesi |aCortesi, Paolo"
"|aHandlist of scientific instrument-makers' trade catalogues 1600-1914 /|cR.G.W. Anderson, J. Burnett and B. Gee |aAnderson, R. G. W.|q(Robert Geoffrey William)"
"|aSulphuric acid ;|bAlkalies and hydrochloric acid ; Manufacture of paper"
"|aBibliographie der alchemistischen Literatur /|cVolker Fritz Brüning |aBrüning, Volker Fritz"
"|aThermochemie, Arbeitsmethoden und Analyse der thermochemischen Daten insbesondere in dem Gebiete der organischen Verbindungen |aŚwiętosławski, Wojciech,|d1881-1968"
"|aChemical principles :|ban introductory programmed text /|cO.A. Runquist, C.J. Creswell, J.T. Head |aRunquist, Olaf Allan |a2d ed"
"|aUnderstanding chemistry: from atoms to attitudes|c[by] T. R. Dickson |aDickson, T. R.|q(Thomas R.),|d1938-"
"|aThe microscope;|bits history, construction, and application, being a familiar introduction to the use of the instrument, and the study of microscopial science.|cBy Jabez Hogg ... with upwards of five hundred engravings and coloured illustrations by Tuffen West |aHogg, Jabez,|d1817-1899 |a6th ed"
