"|aNational Medal of Science|h[realia] |aDeLue, James"
"|aThe New York University Gallatin medal|h[realia] /|cNew York University |aHebald, Milton"
|aThe Albert Lasker Medical Research Award|h[realia] /|cAlbert and Mary Lasker Foundation
