|aHistoire de la médecine|h[picture] :|bdécoration du Grand Amphithéatre de la Faculté de Médecine de Paris /|cdessiné et reproduit par Noé Legrand
"|aMedicinal plants|h[picture] /|cpresented by Wm. S. Merrell Company ; Medical School, University of Cincinnati"
