"|aRecords|h[microform] |f1890-1953 |aPhilippus United Church of Christ (Cincinnati, Ohio)"
"|aRecords|h[microform] |f1888-1901 |aSt. Peter Independent German Church (Cincinnati, Ohio)"
"|aRecords|h[microform] |f1832-1983 |aSt. Peter German Evangelical Church (Cincinnati, Ohio)"
"|aRecord books|h[microform] |f1846-1934 |aZion Evangelical Church (Cincinnati, Ohio)"
"|aRecords|h[microform] |f1857-1983 |aFirst United Church of Christ (Cincinnati, Ohio)"
