"|aCommemoration symphony /|cAnton Reicha. Circuits / Cindy McTee. Heroes lost and fallen / David Gillingham. Old home days / Charles Ives ; [arr. Elkus]. Symphony no. 4 : [West Point""] / Morton Gould|h[sound recording] |aUniversity of Cincinnati.|bCollege-Conservatory of Music.|bWind Symphony.|4prf"""
"|aVirtuosity squared|h[sound recording] /|cmusic of Liszt, Knehans and Gershwin |aPridonoff Duo (Musical group)|4prf"
"|aThink German|h[kit] :|bwith cards & cassette /|cEdward P. Harris, Joseph L. Scott ; revised by Shirley Scott |aHarris, Edward P"
"|aLyle, Lyle, crocodile|h[sound recording] :|band other adventures of Lyle |aWaber, Bernard"
"|aStephen Foster melodies|h[sound recording] :|ba Foster Hall recording |aFoster, Stephen Collins,|d1826-1864 |aSongs.|kSelections;|oarranged"
|aCarnival of life|h[sound recording] |aUniversity of Cincinnati.|bCollege-Conservatory of Music.|bJazz Ensemble.|4prf
|aIn a whirl|h[sound recording] |aUniversity of Cincinnati.|bCollege-Conservatory of Music.|bFaculty Jazz Septet.|4prf
"|aEarly symphonies|h[sound recording] :|bnos. 4, 6, 9 & 13 /|cJoseph Haydn |aHaydn, Joseph,|d1732-1809 |aSymphonies.|kSelections"
"|aImplements of actuation|h[sound recording] /|cMara Helmuth, Allen Otte |aOtte, Allen.|4prf"
"|aBohne Supp un Lattweig Brot|h[sound recording] :|bhumor and inspiration in Pennsylvania Dutch,  a capella /|cthe Stutzmans |aStutzman, Enos D"
"|aDer Graf von Gleichen|h[sound recording] /|cFranz Schubert |aSchubert, Franz,|d1797-1828 |aGraf von Gleichen"
|aSerenade in blue|h[sound recording] |aCCM Jazz Ensemble.|4prf
"|aŒuvres pour orgue|h[sound recording] /|cCésar Franck |aFranck, César,|d1822-1890 |aOrgan music.|kSelections"
"|aThe Gustav Mahler re-orchestration of Beethoven symphony no. 9|h[sound recording] |aBeethoven, Ludwig van,|d1770-1827 |aSymphonies,|nno. 9, op. 125,|rD minor;|oarranged"
"|aSento amor|h[sound recording] :|boperatic arias /|cMozart, Gluck, Handel |aDaniels, David,|d1966-|4prf"
"|aSymphony in E major|h[sound recording] /|cHans Rott |aRott, Hans,|d1858-1884 |aSymphonies,|rE major"
|aLatin Landscapes
"|aAllen Sapp|h[sound recording] |aSapp, Allen,|d1922-1999 |aOrchestra music.|kSelections"
"|aRealities of the physically handicapped.|h[sound recording]|cHelen Jones and Dick Farr |aJones, Helen"
|aHearts music|h[sound recording] |aUniversity of Cincinnati.|bCollege-Conservatory of Music.|bWind Symphony.|4prf
"|aSound collaborations|h[sound recording] /|cMara Helmuth |aHelmuth, Mara"
"|aAmerican piano|h[sound recording] |aTocco, James.|4prf"
|aPrevailing winds|h[sound recording] |aUniversity of Cincinnati.|bCollege-Conservatory of Music.|bWind Symphony.|4prf
