|aDistillations magazine
|aAmbix
|aIndustrial and engineering chemistry |aAnalytical edition
"|aAngewandte Chemie |aAngewandte Chemie (Weinheim an der Bergstrasse, Germany)"
"|aAnnual reports on the progress of chemistry.|nSection B,|pOrganic chemistry /|cThe Chemical Society"
|aCanadian journal of research /|cNational Research Council of Canada
|aJournal of physical & colloid chemistry
|aArchive for history of exact sciences
|aQuarterly reviews
|aChemical heritage /|cChemical Heritage Foundation
|aHistorical studies in the natural sciences
|aThe journal of physical chemistry |aJournal of physical chemistry (1896)
|aThe journal of biological chemistry
|aJournal of the Chemical Society
|aThe journal of physical chemistry |aJournal of physical chemistry (1952)
|aCollection of Czechoslovak chemical communications
|aFoundations of chemistry
|aBulletin of the Chemical Society of Japan |aNihon Kagakkai
|aZeitschrift für anorganische und allgemeine Chemie
|aJournal of chemical education
"|aZeitschrift für physikalische Chemie |aZeitschrift für physikalische Chemie (Frankfurt am Main, Germany)"
|aHelvetica chimica acta
|aCanadian journal of research.|nSec. B
"|aAnnual reports on the progress of chemistry.|nSection A,|pGeneral, physical, and inorganic chemistry /|cThe Chemical Society"
|aIndustrial & engineering chemistry |aIndustrial & engineering chemistry (News ed.) |aNews ed
|aDie Naturwissenschaften
|aNature
|aKolloid-Beihefte
|aFresenius' Zeitschrift für analytische Chemie
|aThe Journal of chemical physics
|aThe Cincinnati quarterly journal of science /|ceditor and proprietor S.A. Miller
|aCollection des travaux chimiques tchèques =|bCollection of Czech chemical communications
"|aOsiris |aOsiris (Bruges, Belgium)"
"|aAnnual reports on the progress of chemistry.|nSection A,|pPhysical and inorganic chemistry"
|aEndeavour
|aJournal of the American Chemical Society |aAmerican Chemical Society
"|aChemical and engineering news :|bnews edition"" of the American Chemical Society"""
|aNews edition |aNews edition (American Chemical Society)
|aProceedings of the Chemical Society |aChemical Society (Great Britain)
|aAnnals of science
|aJournal de chimie physique et de physico-chimie biologique
|aThe Analyst
|aHYLE
|aProceedings of the National Academy of Sciences
|aPhilosophical transactions of the Royal Society of London
|aChimia;|bchemie report
|aThe Biochemical journal
|aJournal of organic chemistry
|aThe Quarterly journal of the Chemical Society of London
|aChemical reviews
|aAmerican scientist
|aKolloidchemische Beihefte
|aSigma Xi quarterly |aSociety of the Sigma Xi
|aProceedings of the Royal Society of London |aRoyal Society (Great Britain)
|aMemoirs and proceedings of the Chemical Society of London for.. |aChemical Society (Great Britain)
"|aScience |aScience (New York, N.Y.)"
|aAnnual reports on the progress of chemistry |aChemical Society (Great Britain)
|aTransactions of the Faraday Society |aFaraday Society
"|aHistorical studies in the physical and biological sciences :|bHSPS /|cOffice of History of Science and Technology, University of California, Berkeley"
