|aProceedings of the American Association for the Advancement of Science |aAmerican Association for the Advancement of Science
"|aFortschritte der Chemie, Physik und physikalischen Chemie"
|aAnnalen der Chemie und Pharmacie
"|aConstitution, list of meetings, officers, committees, fellows and members of the American Association for the Advancement of Science |aAmerican Association for the Advancement of Science"
|aJahres-Bericht über die Fortschritte der Chemie
|aJapanese journal of chemistry.|bTransactions and abstracts
|aAnales de la Asociación Química Argentina |aAsociación Química Argentina
|aVan Nostrand's chemical annual
"|aCINTACS :|bnewsletter of the Cincinnati Section, American Chemical Society"
"|aInco reporter |aInco reporter (New York, N.Y.)"
|aZeitschrift für analytische Chemie
|aJustus Liebigs Annalen der Chemie
|aAmerican men and women of science.|pThe physical and biological sciences /|cedited by the Jaques Cattell Press |aAmerican men and women of science.|pPhysical and biological sciences
|aJahrbuch der Radioaktivität und Elektronik
"|aZeitschrift für Elektrochemie |aZeitschrift für Elektrochemie (Weinheim an der Bergstrasse, Germany)"
|aJahres-Bericht über die Fortschritte der Physischen Wissenschaften
"|aSbornik chekhoslova?t?skikh khimicheskikh rabot (khimi?i?a"") /|cChekhoslova?t?ska?i?a akademi?i?a nauk = Collection of Czechoslovak chemical communications / Czechoslovak Academy of Science"""
|aHandbook of chemistry and physics
"|aChemistry trivia /|ccreated by Sylvia Tascher for Litarvan Literature ; edited by James D. Navratil |aTascher, Sylvia"
|aSynthetische Methoden der organischen Chemie =|bSynthetic methods of organic chemistry
|aNeues allgemeines journal der chemie
|aFiat review of German science 1939-1946.|n[ser.2]|pChemistry
"|aChemiker-Zeitung |aChemiker-Zeitung (Cöthen, Germany : 1878)"
|aThe Fisher catalog |aFisher Scientific (Firm)
|aJahrbuch der organischen chemie
"|aChemiker-Kalender :|bein Hülfsbuch für Chemiker, Physiker, Mineralogen, Industrielle, Pharmaceuten, Hüttenmänner u. s. w"
"|aDie Chemie |aChemie (Berlin, Germany)"
|aSammlung chemischer und chemisch-technischer Beiträge
"|aFaculties, publications, and doctoral theses in chemistry and chemical engineering at United States universities"
"|aZeitschrift für physikalische Chemie.|nAbteilung B,|pChemie der Elementarprozesse, Aufbau der Materie"
"|aThe Western horticultural review :|bdevoted to horticulture, pomology, grape culture, wine manufacture, rural architecture, landscape gardening, entomology, meteorology, etc"
|aAmerican men & women of science
|aThe Edinburgh philosophical journal
|aChemische Apparatur :|bZeitschrift für die Maschinellen und Apparativen Hilfsmittel der Chemischen Technik
|aThe pharmacopoeia of the United States of America
"|aJahresbericht über die Fortschritte der reinen, pharmaceutischen und technischen Chemie, Physik, Mineralogie und Geologie"
