"|aA system of chemistry for the use of students of medicine /|cby Franklin Bache |aBache, Franklin,|d1792-1864"
"|aLandmarks in organo-transition metal chemistry :|ba personal view /|cHelmut Werner |aWerner, Helmut,|cProf. Dr"
|aHeterogeneous catalysis |aFaraday Society
"|aNew narratives in eighteenth-century chemistry :|bcontributions from the First Francis Bacon Workshop, 21-23 April 2005, California Institute of Technology, Pasadena, California /|cedited by Lawrence M. Principe |aFrancis Bacon Workshop|n(1st :|d2005 :|cPasadena, Calif.)"
"|aA science of impurity :|bwater analysis in nineteenth century Britain /|cChristopher Hamlin |aHamlin, Christopher,|d1951-"
|aThe physical chemistry of enzymes |aFaraday Society
|aCrystal imperfections and the chemical reactivity of solids |aFaraday Society
|aThe reactivity of free radicals |aFaraday Society
"|aCollection of reports (condensed) and opinions of chemists in regard to the use of lead pipe for service pipe in the distribution of water for the supply of cities /|c[James P. Kirkwood] |aKirkwood, James Pugh,|d1807-1877"
"|aThe beginnings of piezoelectricity :|ba study in mundane physics /|cby Shaul Katzir |aKatzir, Shaul"
|aCrystal growth |aFaraday Society
"|aVan't Hoff - Le Bel centennial :|ba symposium sponsored by the Division of the History of Chemistry at the 168th meeting of the American Chemical Society, Atlantic City, N.J., Sept. 11-12, 1974 /|cO. Bertrand Ramsay, editor"
"|aInternational critical tables of numerical data, physics, chemistry and technology,|cprepared under the auspices of the International Research Council and the National Academy of Sciences by the National Research Council of the United States of America; editor-in-chief: Edward W. Washburn ... associate editors: Clarence J. West ... N. Ernest Dorsey .. |aNational Research Council (U.S.) |a1st ed"
"|aElectrochemistry, past and present /|cJohn T. Stock, editor, Mary Virginia Orna, editor"
"|aLord Kelvin, his influence on electrical measurements and units /|cPaul Tunbridge |aTunbridge, Paul"
|aMicrowave and radio-frequency spectroscopy |aFaraday Society
"|aNew local anesthetics derived from fluorine,|cby George Rieveschl |aRieveschl, George,|d1916-2007"
"|aThe science of minerals in the age of Jefferson /|cJohn C. Greene and John G. Burke |aGreene, John C"
|aMembrane phenomena |aFaraday Society
|aEnergy transfer with special reference to biological systems
"|aSuccessful women in chemistry :|bcorporate America's contribution to science /|cAmber S. Hinkle, editor, Jody A. Kocsis, editor ; sponsored by the ACS Women Chemists Committee"
|aInteraction in ionic solutions |aFaraday Society
"|a100+ years of plastics :|bLeo Baekeland and beyond /|cE. Thomas Strom, Seth C. Rasmussen, editor[s] ; sponsored by the ACS Division of History of Chemistry"
|aThe physical chemistry of proteins |aFaraday Society
"|aSir Charles Wheatstone FRS :|b1802-1875 /|cBrian Bowers |aBowers, Brian |a2nd ed"
|a[Alchemical recipes and instructions for making the philosopher's stone]|h[manuscript]
|aThe size and shape factor in colloidal systems |aFaraday Society
|aInteraction of water and porous materials |aFaraday Society
"|aAfrican American women chemists /|cJeannette E. Brown |aBrown, Jeannette E.|q(Jeannette Elizabeth),|d1934-"
"|aAusserlesene, seltsame philosophische geheimnüsse und chymische experimente,|bwie auch sonderbahre und zuvor nie eröffnete artzneyen, menstrua und alkaheste, sampt dem wahren geheimnüss das sal tartari flüchtig zu machen:|cwelche alle von dem wohlgebohrnen herrn Kenelm Digby ... mit vieler mühe und fleiss zusammen gelesen, und bisshero nach seinem tode verborgen gehalten, jetzo aber dem gemeinen besten zu nutze ans tages liecht gebracht worden durch Georg Hartman.  Aus der englischen in die deutsche sprache zum ersten mahl übersetzt von J.L.M.C |aDigby, Kenelm,|cSir,|d1603-1665 |aChymical secrets.|lGerman"
"|aA study of the reducing action of magnesium amalgam and metallic magnesium upon aromatic nitrocompounds,|cby Harry Shipley Fry |aFry, Harry Shipley,|d1878-"
|aMolecular mechanism of rate processes in solids |aFaraday Society
|aThe study of fast reactions |aFaraday Society
"|aMichael Faraday's 'Chemical notes, hints, suggestions and objects of pursuit' of 1822 /|cedited by Ryan D. Tweney & David Gooding |aFaraday, Michael,|d1791-1867"
"|aKekulé centennial :|ba symposium co-sponsored by the Division of History of Chemistry, the Division of Organic Chemistry, and the Division of Chemical Education at the 150th meeting of the American Chemical Society, Atlantic City, N.J., Sept. 15-16, 1965 /|cO. Theodor Benfey, symposium chairman"
"|aCrystals and compounds :|bmolecular structure and composition in nineteenth-century French science /|cSeymour H. Mauskopf |aMauskopf, Seymour H"
|aRadiation chemistry |aFaraday Society
"|aA brief history of cocaine :|bfrom Inca monarchs to Cali cartels : 500 years of cocaine dealing /|cSteven B. Karch |aKarch, Steven B |a2nd ed"
"|aNeither physics nor chemistry :|ba history of quantum chemistry /|cKostas Gavroglu and Ana Simões |aGavroglu, Kostas"
"|aChemistry and modern society :|bhistorical essays in honor of Aaron J. Ihde /|cJohn Parascandola, editor, James C. Whorton, editor"
"|aSpectroscopy and molecular structure,|band optical methods of investigating cell structure |aFaraday Society"
"|aThe jubilee of the Chemical Society of London.|bRecord of the proceedings together with an account of the history and development of the Society, 1841-1891 |aChemical Society (Great Britain)"
"|aWilliam and Lawrence Bragg, father and son :|bthe most extraordinary collaboration in science /|cJohn Jenkin |aJenkin, John"
|aIons of the transition elements |aFaraday Society
"|aSoluble silicates,|btheir properties and uses,|cby James G. Vail assisted by John H. Willis and the staff of Phiadelphia Quartz Co |aVail, James Garrett,|d1886-1951"
|aCoagulation and flocculation |aFaraday Society
"|aPhilosophy of chemistry :|bsynthesis of a new discipline /|cedited by Davis Baird, Eric Scerri and Lee McIntyre"
"|aOrganische chemie im probierglas /|cvon dr. Hermann Römpp |aRömpp, Hermann,|d1901-1964"
|aThe labile molecule |aFaraday Society
"|aCoordination chemistry :|ba century of progress : developed from a symposium sponsored by the Divisions of the History of Chemistry, Chemical Education, Inc., and Inorganic Chemistry, Inc., at the 205th National Meeting of the American Chemical Society, Denver, Colorado, March 28-April 2, 1993 /|cGeorge B. Kauffman, editor |aAmerican Chemical Society.|bMeeting|n(205th :|d1993 :|cDenver, Colo.)"
"|aThe coming of materials science /|cby Robert W. Cahn |aCahn, R. W.|q(Robert W.),|d1924- |a1st ed"
"|aHistory of chemical engineering :|bbased on a symposium cosponsored by the ACS Divisions of History of Chemistry and Industrial and Engineering Chemistry at the ACS/CSJ Chemical Congress, Honolulu, Hawaii, April 2-6, 1979 /|cWilliam F. Furter, editor"
|aThe physical chemistry of process metallurgy |aFaraday Society
"|aGeneral chemistry /|c[by] Linus Pauling |aPauling, Linus,|d1901-1994 |a3d ed"
"|aThe periodic table and a missed Nobel Prize /|cUlf Lagerkvist ; editor, Erling Norrby |aLagerkvist, Ulf"
"|aWerner centennial :|ba symposium co-sponsored by the Division of Inorganic Chemistry and the Division of the History of Chemistry at the 152nd meeting of the American Chemical Society, New York, N.Y., Sept. 12-16, 1966 /|cGeorge B. Kauffman, symposium chairman"
|aThe equilibrium properties of solutions of non-electrolytes |aFaraday Society
"|aThe correspondence of Michael Faraday /|cedited by Frank A.J.L. James |aFaraday, Michael,|d1791-1867 |aCorrespondence"
|aThe physical chemistry of processes at high pressures |aFaraday Society
|aJohn Dee :|binterdisciplinary studies in English Renaissance thought /|cedited by Stephen Clucas
|aChromatographic analysis |aFaraday Society
